Precinct,1st Choice,2nd Choice,3rd Choice,Count,1st Choice_Race,2nd Choice_Race,3rd Choice_Race
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1,white,black,black
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,1,black,white,black
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,UWI,1,white,black,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,,1,white,black,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Dana Hansen,,1,white,white,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,1,black,white,black
MINNEAPOLIS W-4 P-04,,,,1,,,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",,1,black,white,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1,white,black,black
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Phillipe M. Cunningham,1,white,black,black
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,,1,white,black,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Dana Hansen,Phillipe M. Cunningham,1,white,white,black
MINNEAPOLIS W-4 P-04,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,1,black,white,black
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",,1,black,white,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Dana Hansen,1,white,black,white
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Dana Hansen,1,black,white,white
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,,,1,black,,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,,,1,black,,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,,,1,black,,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Phillipe M. Cunningham,1,white,black,black
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1,white,black,black
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,Stephanie Gasca,Phillipe M. Cunningham,Dana Hansen,1,black,black,white
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,,1,black,black,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",,1,black,white,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Phillipe M. Cunningham,1,white,black,black
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,1,black,white,black
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1,white,black,black
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Phillipe M. Cunningham,1,white,black,black
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,Dana Hansen,1,black,black,white
MINNEAPOLIS W-4 P-04,Dana Hansen,"Barbara A. ""Barb"" Johnson",,1,white,white,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,Dana Hansen,1,black,black,white
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,Stephanie Gasca,Phillipe M. Cunningham,,1,black,black,
MINNEAPOLIS W-4 P-04,UWI,,,1,,,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1,white,black,black
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1,white,black,black
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,,1,black,black,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-04,Stephanie Gasca,Phillipe M. Cunningham,,1,black,black,
MINNEAPOLIS W-4 P-04,Dana Hansen,UWI,,1,white,,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Phillipe M. Cunningham,1,white,black,black
MINNEAPOLIS W-4 P-04,Stephanie Gasca,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",,1,black,white,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",,1,black,white,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,UWI,1,black,black,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",,1,black,white,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Phillipe M. Cunningham,1,white,black,black
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,,1,black,black,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,,1,white,black,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,Stephanie Gasca,Phillipe M. Cunningham,,1,black,black,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1,white,black,black
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,Dana Hansen,1,black,black,white
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Phillipe M. Cunningham,1,white,black,black
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-04,Stephanie Gasca,Dana Hansen,"Barbara A. ""Barb"" Johnson",1,black,white,white
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,,,1,black,,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,Stephanie Gasca,Dana Hansen,Phillipe M. Cunningham,1,black,white,black
MINNEAPOLIS W-4 P-04,Dana Hansen,Phillipe M. Cunningham,Stephanie Gasca,1,white,black,black
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,,1,white,black,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,,1,white,black,
MINNEAPOLIS W-4 P-04,Dana Hansen,,,1,white,,
MINNEAPOLIS W-4 P-04,Stephanie Gasca,,,1,black,,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Dana Hansen,1,white,black,white
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,,1,black,black,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,,,1,black,,
MINNEAPOLIS W-4 P-04,Dana Hansen,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,1,white,white,black
MINNEAPOLIS W-4 P-04,,,,1,,,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Phillipe M. Cunningham,1,white,black,black
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,,1,white,black,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1,white,black,black
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,UWI,Phillipe M. Cunningham,Stephanie Gasca,1,,black,black
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,,1,white,black,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Phillipe M. Cunningham,1,white,black,black
MINNEAPOLIS W-4 P-04,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",Dana Hansen,1,black,white,white
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,,1,black,black,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,,,1,black,,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,,,1,black,,
MINNEAPOLIS W-4 P-04,Stephanie Gasca,Phillipe M. Cunningham,Dana Hansen,1,black,black,white
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Dana Hansen,Stephanie Gasca,1,white,white,black
MINNEAPOLIS W-4 P-04,Stephanie Gasca,Phillipe M. Cunningham,Dana Hansen,1,black,black,white
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Dana Hansen,Stephanie Gasca,1,black,white,black
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,1,black,white,black
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1,white,black,black
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",,1,black,white,
MINNEAPOLIS W-4 P-04,Stephanie Gasca,Phillipe M. Cunningham,,1,black,black,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Phillipe M. Cunningham,1,white,black,black
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,,1,black,black,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,Dana Hansen,1,black,black,white
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,,,1,black,,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,,,1,black,,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,,,1,black,,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,,1,black,black,
MINNEAPOLIS W-4 P-04,Dana Hansen,Stephanie Gasca,Phillipe M. Cunningham,1,white,black,black
MINNEAPOLIS W-4 P-04,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,1,black,white,black
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Phillipe M. Cunningham,1,white,black,black
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",,1,black,white,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",UWI,,1,white,,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,,,1,black,,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,Dana Hansen,1,black,black,white
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,,1,white,black,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1,white,black,black
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Phillipe M. Cunningham,1,white,black,black
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,Dana Hansen,1,black,black,white
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Dana Hansen,1,white,black,white
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Dana Hansen,,1,white,white,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,Dana Hansen,1,black,black,white
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,,1,white,black,
MINNEAPOLIS W-4 P-04,Stephanie Gasca,,,1,black,,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,1,black,white,black
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,Dana Hansen,1,black,black,white
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,,,1,black,,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,Dana Hansen,1,black,black,white
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,,,1,black,,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,,,1,black,,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-04,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",Dana Hansen,1,black,white,white
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1,white,black,black
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",,1,black,white,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",UWI,,1,white,,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1,white,black,black
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",,1,black,white,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,,1,black,black,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1,white,black,black
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,Stephanie Gasca,,,1,black,,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,,,1,black,,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,,1,black,black,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,1,black,white,black
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Dana Hansen,1,white,black,white
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,1,black,white,black
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1,white,black,black
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1,white,black,black
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,Dana Hansen,1,black,black,white
MINNEAPOLIS W-4 P-04,,,,1,,,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",,1,black,white,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,,1,white,black,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,,,1,black,,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,,1,white,black,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,1,black,white,black
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,UWI,1,black,black,
MINNEAPOLIS W-4 P-04,UWI,,,1,,,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1,white,black,black
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,Phillipe M. Cunningham,1,white,black,black
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,,,1,black,,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",,1,black,white,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,Dana Hansen,1,black,black,white
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",UWI,Phillipe M. Cunningham,1,white,,black
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,Dana Hansen,Stephanie Gasca,Phillipe M. Cunningham,1,white,black,black
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,,,1,black,,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,Dana Hansen,1,black,black,white
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Dana Hansen,Phillipe M. Cunningham,1,white,white,black
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,Dana Hansen,1,black,black,white
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,,1,black,black,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1,white,black,black
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,,1,black,black,
MINNEAPOLIS W-4 P-04,Stephanie Gasca,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,,1,black,black,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,,1,black,black,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,,1,white,black,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,,1,black,black,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",,1,black,white,
MINNEAPOLIS W-4 P-04,Stephanie Gasca,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,,1,white,black,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,1,black,white,black
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,,,1,black,,
MINNEAPOLIS W-4 P-04,Stephanie Gasca,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Dana Hansen,Stephanie Gasca,1,white,white,black
MINNEAPOLIS W-4 P-04,Stephanie Gasca,Phillipe M. Cunningham,Dana Hansen,1,black,black,white
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,,1,white,black,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1,white,black,black
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Dana Hansen,UWI,1,black,white,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,,,1,black,,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,1,black,white,black
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,Stephanie Gasca,Dana Hansen,1,black,black,white
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Dana Hansen,,1,white,white,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Dana Hansen,,1,white,white,
MINNEAPOLIS W-4 P-04,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",,1,black,white,
MINNEAPOLIS W-4 P-04,Stephanie Gasca,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",1,black,black,white
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Stephanie Gasca,,1,white,black,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Dana Hansen,Stephanie Gasca,1,white,white,black
MINNEAPOLIS W-4 P-04,Stephanie Gasca,Phillipe M. Cunningham,UWI,1,black,black,
MINNEAPOLIS W-4 P-04,Stephanie Gasca,Phillipe M. Cunningham,,1,black,black,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",,,1,white,,
MINNEAPOLIS W-4 P-04,"Barbara A. ""Barb"" Johnson",Phillipe M. Cunningham,Stephanie Gasca,1,white,black,black
